person_age,person_income,person_home_ownership,person_emp_length,loan_intent,loan_grade,loan_amnt,loan_int_rate,loan_status,loan_percent_income,cb_person_default_on_file,cb_person_cred_hist_length,loan_to_income,monthly_payment,payment_to_income,credit_to_age
25,225000,MORTGAGE,0.0,HOMEIMPROVEMENT,E,30000,19.91,0,0.13,Y,2,0.13333333333333333,497.75,0.026546666666666666,0.08
26,213000,MORTGAGE,6.0,EDUCATION,B,35000,10.65,1,0.16,N,2,0.1643192488262911,310.625,0.0175,0.07692307692307693
24,225000,RENT,0.0,MEDICAL,B,6000,10.99,0,0.03,N,4,0.02666666666666667,54.949999999999996,0.0029306666666666665,0.16666666666666666
24,12960,MORTGAGE,0.0,DEBTCONSOLIDATION,B,4500,11.83,1,0.35,N,4,0.3472222222222222,44.362500000000004,0.04107638888888889,0.16666666666666666
23,12996,OWN,0.0,DEBTCONSOLIDATION,C,2400,13.49,1,0.18,Y,2,0.18467220683287167,26.98,0.024912280701754386,0.08695652173913043
22,42000,RENT,6.0,MEDICAL,D,25000,14.59,1,0.6,Y,2,0.5952380952380952,303.9583333333333,0.08684523809523809,0.09090909090909091
26,48000,RENT,2.0,EDUCATION,B,25000,9.64,1,0.52,N,4,0.5208333333333334,200.83333333333334,0.050208333333333334,0.15384615384615385
25,12996,OWN,1.0,MEDICAL,D,3600,14.59,1,0.28,N,3,0.2770083102493075,43.77,0.04041551246537396,0.12
22,12996,OWN,1.0,EDUCATION,B,4750,10.99,1,0.37,N,3,0.3654970760233918,43.50208333333333,0.040168128654970756,0.13636363636363635
25,42360,RENT,1.0,EDUCATION,E,25000,16.35,1,0.59,Y,3,0.5901794145420207,340.62500000000006,0.09649433427762041,0.12
21,49000,RENT,4.0,EDUCATION,B,25000,10.99,1,0.51,N,2,0.5102040816326531,228.95833333333334,0.05607142857142857,0.09523809523809523
25,225000,MORTGAGE,0.0,VENTURE,F,25000,18.67,0,0.11,N,2,0.1111111111111111,388.9583333333334,0.02074444444444445,0.08
26,225000,RENT,1.0,EDUCATION,A,3000,9.32,0,0.01,N,4,0.013333333333333334,23.3,0.0012426666666666667,0.15384615384615385
23,225000,RENT,8.0,DEBTCONSOLIDATION,A,7500,8.63,0,0.03,N,2,0.03333333333333333,53.93750000000001,0.002876666666666667,0.08695652173913043
26,225000,MORTGAGE,2.0,VENTURE,B,25000,10.08,0,0.11,N,2,0.1111111111111111,210.0,0.0112,0.07692307692307693
22,49464,RENT,5.0,PERSONAL,B,25000,11.83,1,0.51,N,3,0.5054180818372959,246.45833333333334,0.059790959081352096,0.13636363636363635
23,50000,RENT,1.0,DEBTCONSOLIDATION,A,25000,7.9,1,0.5,N,3,0.5,164.58333333333334,0.0395,0.13043478260869565
25,50000,RENT,4.0,HOMEIMPROVEMENT,A,25000,5.99,1,0.5,N,2,0.5,124.79166666666667,0.029949999999999997,0.08
24,44000,RENT,2.0,DEBTCONSOLIDATION,D,25000,15.33,1,0.57,N,2,0.5681818181818182,319.375,0.08710227272727274,0.08333333333333333
23,50000,RENT,1.0,VENTURE,B,25000,11.83,1,0.5,N,4,0.5,246.45833333333334,0.05915,0.17391304347826086
22,50004,RENT,0.0,VENTURE,B,25000,10.36,1,0.5,N,2,0.49996000319974404,215.83333333333334,0.05179585633149348,0.09090909090909091
22,50004,RENT,3.0,VENTURE,C,25000,12.23,1,0.5,N,3,0.49996000319974404,254.79166666666666,0.06114510839132869,0.13636363636363635
22,52000,RENT,2.0,EDUCATION,B,25000,11.11,1,0.48,N,4,0.4807692307692308,231.45833333333334,0.05341346153846154,0.18181818181818182
23,13200,OWN,3.0,DEBTCONSOLIDATION,A,4950,7.9,1,0.38,N,4,0.375,32.5875,0.029625,0.17391304347826086
24,220000,MORTGAGE,1.0,EDUCATION,B,25000,11.58,0,0.11,N,2,0.11363636363636363,241.25,0.01315909090909091,0.08333333333333333
23,216000,MORTGAGE,5.0,DEBTCONSOLIDATION,A,21000,8.9,0,0.1,N,3,0.09722222222222222,155.75,0.008652777777777778,0.13043478260869565
25,216000,MORTGAGE,2.0,EDUCATION,D,25000,16.07,0,0.12,N,3,0.11574074074074074,334.7916666666667,0.01859953703703704,0.12
26,216000,MORTGAGE,10.0,EDUCATION,C,20000,14.22,0,0.09,Y,2,0.09259259259259259,237.0,0.013166666666666667,0.07692307692307693
23,215000,MORTGAGE,7.0,MEDICAL,C,35000,14.79,0,0.16,Y,3,0.16279069767441862,431.37499999999994,0.024076744186046505,0.13043478260869565
26,215000,MORTGAGE,11.0,EDUCATION,A,12000,7.88,0,0.06,N,2,0.05581395348837209,78.8,0.00439813953488372,0.07692307692307693
23,52000,RENT,1.0,PERSONAL,C,25000,13.22,1,0.48,N,2,0.4807692307692308,275.4166666666667,0.06355769230769232,0.08695652173913043
26,46000,RENT,2.0,DEBTCONSOLIDATION,D,25000,11.86,1,0.54,N,4,0.5434782608695652,247.08333333333334,0.06445652173913044,0.15384615384615385
22,53000,RENT,5.0,EDUCATION,C,25000,13.43,1,0.47,Y,4,0.4716981132075472,279.7916666666667,0.06334905660377359,0.18181818181818182
26,47000,RENT,0.0,HOMEIMPROVEMENT,D,25000,15.28,1,0.53,Y,2,0.5319148936170213,318.3333333333333,0.08127659574468085,0.07692307692307693
23,47000,RENT,1.0,VENTURE,E,25000,17.93,1,0.53,N,2,0.5319148936170213,373.5416666666667,0.09537234042553193,0.08695652173913043
23,13200,MORTGAGE,2.0,EDUCATION,B,1400,9.25,0,0.11,N,4,0.10606060606060606,10.791666666666666,0.00981060606060606,0.17391304347826086
21,13200,OWN,0.0,VENTURE,C,4500,12.98,1,0.34,N,4,0.3409090909090909,48.675000000000004,0.044250000000000005,0.19047619047619047
22,210000,MORTGAGE,6.0,VENTURE,B,16000,10.62,0,0.08,N,4,0.0761904761904762,141.6,0.00809142857142857,0.18181818181818182
26,210000,OWN,10.0,PERSONAL,B,22000,11.83,0,0.1,N,4,0.10476190476190476,216.88333333333333,0.012393333333333333,0.15384615384615385
26,48000,RENT,5.0,VENTURE,F,25000,18.43,1,0.52,N,2,0.5208333333333334,383.9583333333333,0.09598958333333332,0.07692307692307693
22,54996,RENT,6.0,EDUCATION,B,25000,10.99,1,0.45,N,4,0.4545785148010764,228.95833333333334,0.0499581787766383,0.18181818181818182
24,55000,RENT,4.0,HOMEIMPROVEMENT,D,25000,10.99,1,0.45,Y,4,0.45454545454545453,228.95833333333334,0.04995454545454546,0.16666666666666666
23,55000,RENT,4.0,EDUCATION,B,25000,11.36,1,0.45,N,3,0.45454545454545453,236.66666666666666,0.05163636363636364,0.13043478260869565
23,55000,RENT,4.0,EDUCATION,D,25000,15.65,1,0.45,Y,3,0.45454545454545453,326.0416666666667,0.07113636363636365,0.13043478260869565
24,55164,RENT,8.0,PERSONAL,C,25000,13.22,1,0.45,Y,4,0.4531941121020956,275.4166666666667,0.05991226161989704,0.16666666666666666
26,56000,RENT,4.0,DEBTCONSOLIDATION,C,25000,12.87,1,0.45,N,2,0.44642857142857145,268.125,0.05745535714285714,0.07692307692307693
24,203500,OWN,8.0,MEDICAL,C,20000,13.04,0,0.1,N,3,0.09828009828009827,217.3333333333333,0.012815724815724815,0.125
23,190000,MORTGAGE,5.0,EDUCATION,F,22000,17.58,1,0.12,Y,3,0.11578947368421053,322.29999999999995,0.020355789473684206,0.13043478260869565
23,13920,OWN,2.0,PERSONAL,E,7750,17.04,1,0.56,N,4,0.5567528735632183,110.05,0.09487068965517241,0.17391304347826086
24,60000,RENT,0.0,PERSONAL,B,25000,10.99,1,0.42,N,3,0.4166666666666667,228.95833333333334,0.04579166666666667,0.125
24,60000,RENT,2.0,PERSONAL,B,25000,11.11,1,0.42,N,3,0.4166666666666667,231.45833333333334,0.04629166666666667,0.125
26,54000,RENT,7.0,DEBTCONSOLIDATION,D,25000,14.83,1,0.46,Y,2,0.46296296296296297,308.9583333333333,0.0686574074074074,0.07692307692307693
23,14000,OWN,2.0,DEBTCONSOLIDATION,D,4000,10.99,1,0.29,N,3,0.2857142857142857,36.63333333333333,0.0314,0.13043478260869565
24,200000,RENT,8.0,MEDICAL,B,12000,12.69,0,0.06,N,2,0.06,126.89999999999999,0.007613999999999999,0.08333333333333333
24,200000,MORTGAGE,8.0,HOMEIMPROVEMENT,C,12000,13.49,0,0.06,N,2,0.06,134.9,0.008094,0.08333333333333333
21,200000,MORTGAGE,5.0,EDUCATION,C,16000,14.65,0,0.08,N,4,0.08,195.33333333333334,0.01172,0.19047619047619047
25,54000,RENT,3.0,HOMEIMPROVEMENT,E,25000,16.82,1,0.46,N,4,0.46296296296296297,350.4166666666667,0.07787037037037038,0.16
23,60000,RENT,3.0,PERSONAL,C,25000,12.73,1,0.42,N,3,0.4166666666666667,265.2083333333333,0.05304166666666666,0.13043478260869565
23,60000,RENT,7.0,PERSONAL,B,25000,10.25,1,0.42,N,4,0.4166666666666667,213.54166666666666,0.042708333333333334,0.17391304347826086
21,60000,RENT,6.0,EDUCATION,B,25000,10.99,1,0.42,N,4,0.4166666666666667,228.95833333333334,0.04579166666666667,0.19047619047619047
25,61959,RENT,9.0,MEDICAL,C,25000,12.73,1,0.4,N,2,0.4034926322245356,265.2083333333333,0.051364612082183375,0.08
22,56400,RENT,2.0,HOMEIMPROVEMENT,D,25000,14.96,1,0.44,Y,3,0.4432624113475177,311.6666666666667,0.06631205673758865,0.13636363636363635
23,200000,MORTGAGE,7.0,EDUCATION,A,28000,10.99,0,0.14,N,2,0.14,256.43333333333334,0.015385999999999999,0.08695652173913043
21,200000,MORTGAGE,2.0,DEBTCONSOLIDATION,C,25000,13.99,0,0.13,N,2,0.125,291.4583333333333,0.017487499999999996,0.09523809523809523
24,200000,MORTGAGE,3.0,VENTURE,A,24000,7.49,0,0.12,N,4,0.12,149.79999999999998,0.008987999999999998,0.16666666666666666
26,200000,MORTGAGE,4.0,EDUCATION,C,15000,14.79,0,0.07,N,3,0.075,184.875,0.0110925,0.11538461538461539
25,200000,MORTGAGE,2.0,DEBTCONSOLIDATION,B,15500,11.99,0,0.08,N,2,0.0775,154.87083333333334,0.00929225,0.08
24,200000,RENT,8.0,EDUCATION,A,10000,8.49,0,0.05,N,4,0.05,70.75,0.004245,0.16666666666666666
24,66000,RENT,3.0,EDUCATION,B,25000,9.91,1,0.38,N,2,0.3787878787878788,206.45833333333334,0.03753787878787879,0.08333333333333333
22,66000,RENT,6.0,EDUCATION,C,25000,13.06,1,0.38,Y,3,0.3787878787878788,272.0833333333333,0.04946969696969697,0.13636363636363635
22,200000,MORTGAGE,6.0,DEBTCONSOLIDATION,A,9000,6.17,0,0.04,N,4,0.045,46.275,0.0027765,0.18181818181818182
25,200000,RENT,5.0,EDUCATION,D,18000,16.32,0,0.09,N,3,0.09,244.79999999999998,0.014687999999999998,0.12
25,200000,MORTGAGE,2.0,VENTURE,B,12000,10.38,0,0.06,N,2,0.06,103.80000000000001,0.006228,0.08
25,200000,MORTGAGE,9.0,PERSONAL,C,23050,14.35,0,0.12,N,3,0.11525,275.63958333333335,0.016538375,0.12
24,200000,MORTGAGE,8.0,DEBTCONSOLIDATION,B,20000,10.99,0,0.1,N,3,0.1,183.16666666666666,0.010989999999999998,0.125
24,60000,RENT,2.0,DEBTCONSOLIDATION,E,25000,10.99,1,0.42,Y,2,0.4166666666666667,228.95833333333334,0.04579166666666667,0.08333333333333333
21,14400,OWN,0.0,HOMEIMPROVEMENT,B,3000,10.99,1,0.21,N,4,0.20833333333333334,27.474999999999998,0.02289583333333333,0.19047619047619047
26,66996,RENT,10.0,PERSONAL,D,25000,15.21,1,0.37,Y,2,0.37315660636455905,316.875,0.056757119828049436,0.07692307692307693
23,67000,RENT,3.0,EDUCATION,A,25000,7.9,1,0.37,N,4,0.373134328358209,164.58333333333334,0.02947761194029851,0.17391304347826086
